"Use naming convention - ""asset name, date of last update (DD/MM/YY), author"". For ex, ""Brochure- Safety at Facebook, 06/11/19, Dessy""",Asset Name,Date,Author,"For multiple countries, list all and separate by comma. (For ex, Indonesia, Philippines, Singapore.) For regional assets, list ""APAC""",One Pager,Report,Case study,Presentation,Presentation templat,Logo/Brand Guidelines,Brochure,Video,Case Study-Video,Case Study - Written,Case Study - Micro business,Case Study - Small business,Case Study - Women entrepreneur,Narrative/ key messaging,Other (type your response),"For multiple languages and sub-titles, list and all and separate by comma. (For ex, Bahasa Indonesia, English, Mandarin)",SheMeans Business,Boost,We Think Digital,Research,Other (type your response),Economic impact,Social impact,Digital citizenship/ Digital skills,Other (type your response),Internal,External,"Permission given?
",,,,
Happy Field Happy Farm,Happy Field Happy Farm,,Traon,Thailand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://drive.google.com/open?id=13UwP9-DTFRFM6PU68bjZlC_k89LcfmTq,,,
Hasun,Hasun,,Traon,Thailand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Thai,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://drive.google.com/file/d/1dtgimI_1LKwgpcNWS5wD3X6P3WbnL7z8/view,,,
Small World for Kids / Thannithi,Small World for Kids / Thannithi,,Traon,Thailand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Thai,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://drive.google.com/file/d/1TEtX1Ls-t8O6j2212JOs3aBtTV3JvNXm/view,,,
Banananina,Banananina,,Dessy,Indonesia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bahasa Indonesia,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://drive.google.com/file/d/1OCbCj23iZFxS-nKAx3llv1N8Br3iLqdN/view,,,
PortBlue Shoes,PortBlue Shoes,,Dessy,Indonesia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bahasa Indonesia,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://drive.google.com/file/d/1uqZaFBUoFyNpyV1S_mcIdtgDkne49uVi/view,,,
Du'Anyam,Du'Anyam,,Dessy,Indonesia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bahasa Indonesia,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/18qVxBKnvpYYQHoC3HK8Pwjw_2JM6cSQd,,,
Jocyl,Jocyl,,Chris,Philippines,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://fb.workplace.com/groups/1151747768190288/permalink/2650377824993934/,,,
Balay Tablea (Catherine),Balay Tablea (Catherine),,Chris,Philippines,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,https://fb.workplace.com/groups/1151747768190288/permalink/2650460524985664/,,,
Facebook Indonesia,Facebook Indonesia,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
#SheMeansBusiness,#SheMeansBusiness,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
Asah Digital,Asah Digital,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
Facebook Philippines,Facebook Philippines,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
Digital Tayo,Digital Tayo,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
#SheMeansBusiness,#SheMeansBusiness,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Traditional Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
#SheMeansBusiness,#SheMeansBusiness,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Traditional Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
#SheMeansBusiness,#SheMeansBusiness,,Charis,Hong Kong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Traditional Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
Facebook Indonesia,Facebook Indonesia,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bahasa Indonesia,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
#SheMeansBusiness,#SheMeansBusiness,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bahasa Indonesia,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
Asah Digital,Asah Digital,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bahasa Indonesia,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
Facebook Philippines,Facebook Philippines,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
Digital Tayo,Digital Tayo,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
#SheMeansBusiness,#SheMeansBusiness,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,,
WE Think Digital Thailand,WE Think Digital Thailand,,Traon,Thailand ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Thai,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,WTD micro influencer pilot program (videos created by students at Chulalongkorn University),TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/11UY7xq04-bRtDdj1MwpOwgTeqOHjIY2n?usp=sharing,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,video with KOL - digital citizenship & literacy,TRUE,FALSE,FALSE,https://drive.google.com/open?id=17xL3L11jpWeX7muKsxGB7yIbxw2P0jsO&authuser=charislee%40fb.com&usp=drive_fs,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,video with KOL - online safety,TRUE,FALSE,FALSE,https://drive.google.com/open?id=1g03o9QFpxE0QQDjgF95hKQvaz9H7KxnQ&authuser=charislee%40fb.com&usp=drive_fs,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,safety videos,TRUE,FALSE,FALSE,https://drive.google.com/open?id=1TpdA5xg0dmq1zoc2qXebHkhsCcX05ehY&authuser=charislee%40fb.com&usp=drive_fs,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,WTD trainer video,TRUE,FALSE,FALSE,https://drive.google.com/open?id=17mKVJdz2qWmD8OR1PZ0fbj45gL7dXkBE&authuser=charislee%40fb.com&usp=drive_fs,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,launch event,TRUE,FALSE,FALSE,https://drive.google.com/open?id=18M0pNnrSa2crlPOYHkP-3Ym7fPPWzL12&authuser=charislee%40fb.com&usp=drive_fs,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,2019 recap,TRUE,FALSE,FALSE,https://drive.google.com/open?id=1cg8msJu-5rO5GqejmOqwtr3tRK87mOfg&authuser=charislee%40fb.com&usp=drive_fs,,,
We Think Digital Taiwan,We Think Digital Taiwan,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Booklet,Chinese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,module booklet,TRUE,FALSE,FALSE,https://drive.google.com/open?id=1bclwBRgNo1HKs9PzKCrAGcbGOfedrMpB&authuser=charislee%40fb.com&usp=drive_fs,,,
"Inspiring, serving and building your community","Inspiring, serving and building your community",,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pdf,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Community Building,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=file_button&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fbusiness%2Furl%2F%3Fhref%3D%252Fbusiness%252Ff%252F231992014636379%252F%26cmsid%3D407080876549635%26creative%3Dfile_button%26creative_detail%3Ddownload%26create_type%3Ddownload%26destination_cms_id%26orig_http_referrer%3Dhttps%253A%252F%252Fwww.facebook.com%252Fgpa%26search_session_id&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=52&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=download&extra_data[create_type]=download&extra_data[create_type_detail]=&extra_data[target]=%2Fbusiness%2Ff%2F231992014636379%2F,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Inspiring-serving-and-building-your-community.pdf
Facebook and Instagram Insights,Facebook and Instagram Insights,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pdf,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Community Building,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=file_button&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fbusiness%2Furl%2F%3Fhref%3D%252Fbusiness%252Ff%252F2692053937505058%252F%26cmsid%3D407080876549635%26creative%3Dfile_button%26creative_detail%3DFBInstagramInsight_PDF_Link%26create_type%3Ddownload%26destination_cms_id%26orig_http_referrer%3Dhttps%253A%252F%252Fwww.facebook.com%252Fgpa%26search_session_id&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=FBInstagramInsight_PDF_Link&extra_data[create_type]=download&extra_data[create_type_detail]=&extra_data[target]=%2Fbusiness%2Ff%2F2692053937505058%2F,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Facebook-and-Instagram-Insights.pdf
Facebook Groups,Facebook Groups,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pdf,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Community Building,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=link&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fgms_hub%2Fshare%2Fgroups-updated.pdf&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=link&extra_data[create_type]=link&extra_data[create_type_detail]=,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Facebook-Groups.pdf
Getting Started with Business Manager,Getting Started with Business Manager,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pdf,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Community Building,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=link&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fgms_hub%2Fshare%2Fbusiness-manager.pdf&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=link&extra_data[create_type]=link&extra_data[create_type_detail]=,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Getting-Started-with-Business-Manager.pdf
Candidate Narrative,Candidate Narrative,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Booklet,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Election,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=file_button&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fbusiness%2Furl%2F%3Fhref%3D%252Fbusiness%252Ff%252F307044583648543%252F%26cmsid%3D407080876549635%26creative%3Dfile_button%26creative_detail%3Ddownload%26create_type%3Ddownload%26destination_cms_id%26orig_http_referrer%3Dhttps%253A%252F%252Fwww.facebook.com%252Fgpa%26search_session_id&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=download&extra_data[create_type]=download&extra_data[create_type_detail]=&extra_data[target]=%2Fbusiness%2Ff%2F307044583648543%2F,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Candidate-Narrative.pdf
Launching Your Campaign Booklet,Launching Your Campaign Booklet,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Booklet,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Election,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=file_button&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fbusiness%2Furl%2F%3Fhref%3D%252Fbusiness%252Ff%252F587050898900268%252F%26cmsid%3D407080876549635%26creative%3Dfile_button%26creative_detail%3Ddownload%26create_type%3Ddownload%26destination_cms_id%26orig_http_referrer%3Dhttps%253A%252F%252Fwww.facebook.com%252Fgpa%26search_session_id&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=download&extra_data[create_type]=download&extra_data[create_type_detail]=&extra_data[target]=%2Fbusiness%2Ff%2F587050898900268%2F,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Launching-Your-Campaign-Booklet.pdf
Reaching and Engaging Voters Booklet,Reaching and Engaging Voters Booklet,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Booklet,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Election,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=file_button&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fbusiness%2Furl%2F%3Fhref%3D%252Fbusiness%252Ff%252F1576079365906715%252F%26cmsid%3D407080876549635%26creative%3Dfile_button%26creative_detail%3Ddownload%26create_type%3Ddownload%26destination_cms_id%26orig_http_referrer%3Dhttps%253A%252F%252Fwww.facebook.com%252Fgpa%26search_session_id&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=download&extra_data[create_type]=download&extra_data[create_type_detail]=&extra_data[target]=%2Fbusiness%2Ff%2F1576079365906715%2F,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Reaching-and-Engaging-Voters-Booklet.pdf
Election Day Booklet,Election Day Booklet,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Booklet,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Election,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=file_button&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fbusiness%2Furl%2F%3Fhref%3D%252Fbusiness%252Ff%252F325211591977801%252F%26cmsid%3D407080876549635%26creative%3Dfile_button%26creative_detail%3Ddownload%26create_type%3Ddownload%26destination_cms_id%26orig_http_referrer%3Dhttps%253A%252F%252Fwww.facebook.com%252Fgpa%26search_session_id&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=download&extra_data[create_type]=download&extra_data[create_type_detail]=&extra_data[target]=%2Fbusiness%2Ff%2F325211591977801%2F,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Election-Day-Booklet.pdf
Government Organizations Narrative,Government Organizations Narrative,,Geraldine,APAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pdf,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Government,FALSE,TRUE,FALSE,,https://www.facebook.com/micro_site/url/?click_creative_path[0]=file_button&click_from_context_menu=true&country=HK&destination=https%3A%2F%2Fwww.facebook.com%2Fbusiness%2Furl%2F%3Fhref%3D%252Fbusiness%252Ff%252F190927155653926%252F%26cmsid%3D407080876549635%26creative%3Dfile_button%26creative_detail%3Ddownload%26create_type%3Ddownload%26destination_cms_id%26orig_http_referrer%3Dhttps%253A%252F%252Fwww.facebook.com%252Fgpa%26search_session_id&event_type=click&last_nav_impression_id=069T14ZaTpRIA28Gu&max_percent_page_viewed=95&max_viewport_height_px=750&max_viewport_width_px=1540&orig_http_referrer=https%3A%2F%2Fwww.facebook.com%2Fgpa&orig_request_uri=https%3A%2F%2Fwww.facebook.com%2Fgpa%2Fmore-resources&primary_cmsid=407080876549635&primary_content_locale=en_US&region=apac&scrolled=true&session_id=11GkI2Ntx7jETbSzN&site=gpa&extra_data[creative_detail]=download&extra_data[create_type]=download&extra_data[create_type_detail]=&extra_data[target]=%2Fbusiness%2Ff%2F190927155653926%2F,x,https://dev-fb-apac.pantheonsite.io/wp-content/uploads/2020/08/Government-Organizations-Narrative.pdf
We Think Digital Singapore,We Think Digital Singapore,,Geraldine,Singapore,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,https://drive.google.com/drive/u/0/folders/1IFq70V128FmEbvTiKQP21LPmFoornXNa,,,
,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
ABOVE PULLED IN BY NJI - AUGUST 11TH 2020,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,
